id_da rua,Id_ponto,metragem,sistema metrico,logradouro,numero,numero original,data inicial,data_final,fonte,autor_da_alimentacao,Data
78,78-42,42,s,Rua Araujo,42,42,15/05/1936,,"Livro de Emplacamento, n.21, p.122",Cintia,8/10/2018
78,78-42,42,n,Rua Araujo,55,55,19/09/1908,14/05/1936,"Livro de Emplacamento, n.21, p.122; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-42,42,n,Rua Araujo,61,61,18/09/1908,18/09/1908,"Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-276,276,s,Rua Araujo,276,276,15/05/1936,,"Livro de Emplacamento, n.21, p.122",Cintia,8/10/2018
78,78-276,276,n,Rua Araujo,21,21,08/08/1930,14/05/1936,"Livro de Emplacamento, n.21, p.122; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-276,276,n,Rua Araujo,19,19,19/09/1908,07/08/1930,"Livro de Emplacamento, n.21, p.122; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-392,392,s,Rua Araujo,392,392,15/05/1936,,"Livro de Emplacamento, n.21, p.122",Cintia,8/10/2018
78,78-392,392,n,Rua Araujo,1,1,19/09/1908,14/05/1936,"Livro de Emplacamento, n.21, p.122; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-73,73,s,Rua Araujo,73,73,15/05/1936,,"Livro de Emplacamento, n.21, p.121",Cintia,8/10/2018
78,78-73,73,n,Rua Araujo,42,42,08/08/1930,14/05/1936,"Livro de Emplacamento, n.21, p.121; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-73,73,n,Rua Araujo,44,44,19/09/1908,08/08/1930,"Livro de Emplacamento, n.21, p.121; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-73,73,n,Rua Araujo,60,60,18/09/1908,18/09/1908,"Livro de Emplacamento, n.21, p.121; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-281,281,s,Rua Araujo,281,281,15/05/1936,,"Livro de Emplacamento, n.21, p.121",Cintia,8/10/2018
78,78-281,281,n,Rua Araujo,10,10,19/09/1908,14/05/1936,"Livro de Emplacamento, n.21, p.122; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-399,399,s,Rua Araujo,399,399,15/05/1936,,"Livro de Emplacamento, n.21, p.121",Cintia,8/10/2018
78,78-399,399,n,Rua Araujo,2,2,19/09/1908,14/05/1936,"Livro de Emplacamento, n.21, p.122; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
11,11-18,18,s,Rua Senador Feijó,18,18,05/11/1936,,"Livro de Emplacamento, n.21, p.342",Cintia,8/10/2018
11,11-18,18,n,Rua Senador Feijó,2,2,04/11/1936,04/11/1936,"Livro de Emplacamento, n.21, p.342",Cintia,8/10/2018
11,11-82,82,s,Rua Senador Feijó,82,82,05/11/1936,,"Livro de Emplacamento, n.21, p.342",Cintia,8/10/2018
11,11-82,82,n,Rua Senador Feijó,16,16,04/11/1936,04/11/1936,"Livro de Emplacamento, n.21, p.342",Cintia,8/10/2018
11,11-158,158,s,Rua Senador Feijó,158,158,05/11/1936,,"Livro de Emplacamento, n.21, p.342",Cintia,8/10/2018
11,11-158,158,n,Rua Senador Feijó,26,26,04/11/1936,04/11/1936,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018
11,11-29,29,s,Rua Senador Feijó,29,29,05/11/1936,,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018
11,11-29,29,n,Rua Senador Feijó,1,1,04/11/1936,04/11/1936,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018
11,11-109,109,s,Rua Senador Feijó,109,109,05/11/1936,,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018
11,11-109,109,n,Rua Senador Feijó,3,3,04/11/1936,04/11/1936,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018
11,11-205,205,s,Rua Senador Feijó,205,205,05/11/1936,,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018
11,11-205,205,n,Rua Senador Feijó,27,27,04/11/1936,04/11/1936,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018
12,12-37,37,s,Rua Santa Theresa,37,37,12/09/1940,,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
12,12-37,37,n,Rua Santa Theresa,17,17,11/09/1940,11/09/1940,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
12,12-61,61,s,Rua Santa Theresa,61,61,12/09/1940,,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
12,12-61,61,n,Rua Santa Theresa,25,25,11/09/1940,11/09/1940,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
12,12-93,93,s,Rua Santa Theresa,93,93,12/09/1940,,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
12,12-93,93,n,Rua Santa Theresa,31,31,11/09/1940,11/09/1940,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
12,12-70,70,s,Rua Santa Theresa,70,70,12/09/1940,,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
12,12-70,70,n,Rua Santa Theresa,28,28,11/09/1940,11/09/1940,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
12,12-76,76,s,Rua Santa Theresa,76,76,12/09/1940,,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
12,12-76,76,n,Rua Santa Theresa,28.1,28A,11/09/1940,11/09/1940,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
12,12-86,86,s,Rua Santa Theresa,86,86,12/09/1940,,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
12,12-86,86,n,Rua Santa Theresa,32,32,11/09/1940,11/09/1940,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018
13,13-8,8,s,Rua Wenceslau Braz,8,8,06/05/1940,,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-8,8,n,Rua Wenceslau Braz,4,4,05/09/1908,05/05/1940,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-8,8,n,Rua Wenceslau Braz,2.1,2 tinta,04/09/1908,04/09/1908,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-104,104,s,Rua Wenceslau Braz,104,104,06/05/1940,,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-104,104,n,Rua Wenceslau Braz,32,32,05/09/1908,05/05/1940,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-104,104,n,Rua Wenceslau Braz,18,18,04/09/1908,04/09/1908,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-200,200,s,Rua Wenceslau Braz,200,200,06/05/1940,,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-200,200,n,Rua Wenceslau Braz,210,210,05/05/1940,05/05/1940,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-47,47,s,Rua Wenceslau Braz,47,47,06/05/1940,,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-47,47,n,Rua Wenceslau Braz,7,7,05/09/1908,05/05/1940,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-47,47,n,Rua Wenceslau Braz,5,5 tinta,04/09/1908,04/09/1908,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-67,67,s,Rua Wenceslau Braz,67,67,06/05/1940,,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-67,67,n,Rua Wenceslau Braz,11,11,05/09/1908,05/05/1940,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-93,93,s,Rua Wenceslau Braz,93,93,06/05/1940,,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
13,13-93,93,n,Rua Wenceslau Braz,19,19,05/09/1908,05/05/1940,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018
14,14-21,21,s,Rua Onze de Agosto,21,21,07/12/1939,,"Livro de Emplacamento, n.26, p.356",Cintia,8/10/2018
14,14-21,21,n,Rua Onze de Agosto,3,3,08/02/1909,06/12/1939,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018
14,14-21,21,n,Rua Onze de Agosto,1.1,1B Tinta,07/02/1909,07/02/1909,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018
14,14-109,109,s,Rua Onze de Agosto,109,109,07/12/1939,,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018
14,14-109,109,n,Rua Onze de Agosto,23,23,08/02/1909,06/12/1939,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018
14,14-109,109,n,Rua Onze de Agosto,7,7,07/02/1909,07/02/1909,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018
14,14-357,357,s,Rua Onze de Agosto,357,357,07/12/1939,,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018
14,14-357,357,n,Rua Onze de Agosto,55,55,08/02/1909,06/12/1939,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018
14,14-357,357,n,Rua Onze de Agosto,35,35,07/02/1909,07/02/1909,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018
14,14-98,98,s,Rua Onze de Agosto,98,98,07/12/1939,,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018
14,14-98,98,n,Rua Onze de Agosto,16,16,08/02/1909,06/12/1939,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018
14,14-98,98,n,Rua Onze de Agosto,8,8,07/02/1909,07/02/1909,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018
14,14-224,224,s,Rua Onze de Agosto,224,224,07/12/1939,,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018
14,14-224,224,n,Rua Onze de Agosto,50,50,08/02/1909,06/12/1939,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018
14,14-224,224,n,Rua Onze de Agosto,40,40,07/02/1909,07/02/1909,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018
14,14-360,360,s,Rua Onze de Agosto,360,360,07/12/1939,,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018
14,14-360,360,n,Rua Onze de Agosto,84,84,06/12/1939,06/12/1939,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018
14,14-348,348,s,Rua Onze de Agosto,348,348,7/12/1939,,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018
14,14-348,348,n,Rua Onze de Agosto,80,80,08/02/1909,6/12/1939,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018
16,16-41,41,s,Rua Alvares Penteado,41,41,13/09/1939,,"Livro de Emplacamento, n.26, p.199",Cintia,8/10/2018
16,16-41,41,n,Rua Alvares Penteado,5,5,16/07/1928,12/08/1939,"Livro de Emplacamento, n.26, p.199,; n.13,p.31",Cintia,8/10/2018
16,16-41,41,n,Rua Alvares Penteado,7,7,21/06/1912,15/07/1928,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-121,121,s,Rua Alvares Penteado,121,121,13/09/1939,,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-121,121,n,Rua Alvares Penteado,17,17,16/07/1928,12/08/1939,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-121,121,n,Rua Alvares Penteado,19,19,15/07/1928,15/07/1928,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-221,221,s,Rua Alvares Penteado,221,221,13/09/1939,,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-221,221,n,Rua Alvares Penteado,31.1,31A,16/07/1928,12/08/1939,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-221,221,n,Rua Alvares Penteado,43,43 E/T,21/06/1912,15/07/1928,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-18,18,s,Rua Alvares Penteado,18,18,13/09/1939,,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-18,18,n,Rua Alvares Penteado,2.4,2B,16/07/1928,12/08/1939,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-18,18,n,Rua Alvares Penteado,8.1,8A E/T,15/07/1928,15/07/1928,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-112,112,s,Rua Alvares Penteado,112,112,13/09/1939,,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-112,112,n,Rua Alvares Penteado,12,12,16/07/1928,12/08/1939,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-112,112,n,Rua Alvares Penteado,24,24,21/06/1912,15/07/1928,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-218,218,s,Rua Alvares Penteado,218,218,13/09/1939,,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-218,218,n,Rua Alvares Penteado,26,26 sob,16/07/1928,12/08/1939,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-218,218,n,Rua Alvares Penteado,44,44 E/S,15/07/1928,15/07/1928,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
17,17-19,19,s,Rua do Comercio,19,19,06/11/1936,,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-19,19,n,Rua do Comercio,1,1,16/06/1928,05/11/1936,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-19,19,n,Rua do Comercio,1,1 E/T Tinta,15/06/1928,15/06/1928,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-39,39,s,Rua do Comercio,39,39,06/11/1936,,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-39,39,n,Rua do Comercio,3,3 sob,16/06/1928,05/11/1936,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-39,39,n,Rua do Comercio,9,9 E/S,15/06/1928,15/06/1928,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-14,14,s,Rua do Comercio,14,14,06/11/1936,,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-14,14,n,Rua do Comercio,2,2,16/06/1928,05/11/1936,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-14,14,n,Rua do Comercio,2,2 E/T,15/06/1928,15/06/1928,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-58,58,s,Rua do Comercio,58,58,06/11/1936,,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-58,58,n,Rua do Comercio,6,6,16/06/1928,05/11/1936,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-58,58,n,Rua do Comercio,10,10 E/T,15/06/1928,15/06/1928,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
19,19-63,63,s,Rua da Quitanda,63,63,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-63,63,n,Rua da Quitanda,1,1,22/06/1928,01/01/1935,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-63,63,n,Rua da Quitanda,1,1 E/T,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-113,113,s,Rua da Quitanda,113,113,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-113,113,n,Rua da Quitanda,13,13 s°,22/06/1928,01/01/1935,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-113,113,n,Rua da Quitanda,13,13 E/S,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-161,161,s,Rua da Quitanda,161,161,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-161,161,n,Rua da Quitanda,23,23,22/06/1928,01/01/1935,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-161,161,n,Rua da Quitanda,23,23 tinta,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-18,18,s,Rua da Quitanda,18,18,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-18,18,n,Rua da Quitanda,2,2 s°,22/06/1928,01/01/1935,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-18,18,n,Rua da Quitanda,2,2 E/S,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-114,114,s,Rua da Quitanda,114,114,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-114,114,n,Rua da Quitanda,12,12,22/06/1928,01/01/1935,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-114,114,n,Rua da Quitanda,10,10 E/T,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-162,162,s,Rua da Quitanda,162,162,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-162,162,n,Rua da Quitanda,20,20 sob,22/06/1928,01/01/1935,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-162,162,n,Rua da Quitanda,18,18 E/S,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
20,20-11,11,s,Rua Direita,11,11,05/02/1938,,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018
20,20-11,11,n,Rua Direita,1,1,01/03/1928,04/02/1938,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018
20,20-141,141,s,Rua Direita,141,141,05/02/1938,,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018
20,20-141,141,n,Rua Direita,15,15,13/03/1928,04/02/1938,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018
20,20-141,141,n,Rua Direita,27,27 E/T,12/03/1928,12/03/1928,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018
20,20-271,271,s,Rua Direita,271,271,05/02/1938,,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018
20,20-271,271,n,Rua Direita,39.3,39C,13/03/1928,04/02/1938,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018
20,20-271,271,n,Rua Direita,51,51,12/03/1928,12/03/1928,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018
