id_da rua,Id_ponto,metragem,sistema metrico,logradouro,numero,numero original,data inicial,data_final,fonte,autor_da_alimentacao,Data
48,48-10,10,s,rua dom jose de barros ,10,10,27/06/1935,,"Livro de emplacamento 19, p. 308",Vitoria Martins,08/10/2018
48,48-10,10,n,rua dom jose de barros ,53,53,24/02/1909,26/06/1935,"Livro de emplacamento 19, p. 308",Vitoria Martins,08/10/2018
48,48-345,345,s,rua dom jose de barros ,346,346,27/06/1935,,"Livro de emplacamento 19, p. 308",Vitoria Martins,08/10/2018
48,48-342,342,s,rua dom jose de barros ,342,342,27/06/1935,,"Livro de emplacamento 19, p. 308",Vitoria Martins,08/10/2018
48,48-342,342,n,rua dom jose de barros ,1,1,24/02/1909,26/06/1935,"Livro de emplacamento 19, p. 308",Vitoria Martins,08/10/2018
50,50-2,2,s,rua do seminário ,2,2,05/12/1933,,"Livro de emplacamento 19, p. 106",Vitoria Martins,08/10/2018
50,50-2,2,n,rua do seminário ,6,6,11/02/1909,04/06/1933,"LIvro de emplacamento 19, p. 106",Vitoria Martins,08/10/2018
50,50-2,2,n,rua do seminário ,0,0,11/02/1909,,"Livro de emplacamento 8, p. 121",Vitoria Martins,08/10/2018
50,50-222,222,s,rua do seminário ,222,222,05/12/1933,,"Livro de emplacamento 19, p. 106",Vitoria Martins,08/10/2018
50,50-222,222,n,rua do seminário ,34,34,11/02/1909,04/12/1933,"Livro de emplacamento 19, p. 106; Livro de emplacamento 8, p. 121",Vitoria Martins,08/10/2018
50,50-218,218,s,rua do seminário ,218,218,05/12/1933,,"Livro de emplacamento 19, p. 106",Vitoria Martins,08/10/2018
50,50-218,218,n,rua do seminário ,20,20,11/02/1909,04/12/1933,"Livro de emplacamento 19, p. 106",Vitoria Martins,08/10/2018
50,50-35,35,s,rua do seminário ,35,35,05/12/1933,,"Livro de emplacamento 19, p. 105",Vitoria Martins,08/10/2018
50,50-35,35,n,rua do seminário ,3,3,11/02/1909,04/12/1933,"Livro de emplacamento 19, p. 105",Vitoria Martins,08/10/2018
50,50-35,35,n,rua do seminário ,1,1,11/02/1909,04/12/1933,"Livro de emplacamento 8, p.121",Vitoria Martins,08/10/2018
50,50-140,140,s,rua do seminário ,141,141,05/12/1933,,"LIvro de emplacamento 19, p. 105",Vitoria Martins,08/10/2018
50,50-212,212,s,rua do seminário ,213,213,05/12/1933,,"Livro de emplacamento 19, p. 105",Vitoria Martins,08/10/2018
50,50-212,212,n,rua do seminário ,27,27,11/02/1909,04/12/1933,"Livro de emplacamento 19, p. 105",Vitoria Martins,09/10/2018
79,79-23,23,s,rua marquez de itu,23,23,20/05/1936,,"LIvro de emplacamento 21,p. 131",Vitoria Martins,09/10/2018
79,79-23,23,n,rua marquez de itu,1,1,19/05/1936,19/05/1936,"LIvro de emplacamento 21, p. 131",Vitoria Martins,09/10/2018
79,79-621,621,s,rua marquez de itu,621,621,20/05/1936,,"Livro de emplacamento 21, p. 131",Vitoria Martins,09/10/2018
79,79-621,621,n,rua marquez de itu,93,93,19/05/1936,19/05/1936,"Livro de emplacamento 21, p. 131",Vitoria Martins,09/10/2018
79,79-1033,1033,s,rua marquez de itu,1033,1033,20/05/1936,,"Livro de emplacamento 21, p. 132",Vitoria Martins,09/10/2018
79,79-1033,1033,n,rua marquez de itu,131,131,19/05/1936,19/05/1936,"Livro de emplacamento 21, p. 132",Vitoria Martins,09/10/2018
79,79-43,43,s,rua marquez de itu,44,44,20/05/1936,,"Livro de emplacamento 21, p. 133",Vitoria Martins,09/10/2018
79,79-57,57,s,rua marquez de itu,58,58,20/05/1936,,"Livro de emplacamento 21, p. 133",Vitoria Martins,09/10/2018
79,79-57,57,n,rua marquez de itu,2,2,19/05/1936,19/05/1936,"Livro de emplacamento 21, p. 133",Vitoria Martins,09/10/2018
79,79-450,449,s,rua marquez de itu,450,450,20/05/1936,,"Livro de emplacamento 21, p. 133",Vitoria Martins,09/10/2018
79,79-450,449,n,rua marquez de itu,62,62,19/05/1936,19/05/1936,"Livro de emplacamento 21, p. 133",Vitoria Martins,09/10/2018
79,79-1031,1031,s,rua marquez de itu,1031,1031,20/05/1936,,"Livro de emplacamento 21, p. 133",Vitoria Martins,09/10/2018
79,79-1031,1031,n,rua marquez de itu,128,128,19/05/1936,19/05/1936,"Livro de emplacamento 21, p. 133",Vitoria Martins,09/10/2018
80,80-51,51,s,rua general jardim,51,51,04/10/1935,,"Livro de emplacamento 20, p. 85",Vitoria Martins,09/10/2018
80,80-51,51,n,rua general jardim,1,1,19/06/1928,03/10/1935,"Livro de emplacamento 20, p. 85; ",Vitoria Martins,09/10/2018
80,80-361,361,s,rua general jardim,361,361,04/10/1935,,"Livro de emplacamento 20, p. 85",Vitoria Martins,09/10/2018
80,80-361,361,n,rua general jardim,49,49,03/10/1935,03/10/1935,"Livro de emplacamento 20, p. 85",Vitoria Martins,09/10/2018
80,80-714,714,s,rua general jardim,715,715,04/10/1935,,"Livro de emplacamento 20, p. 85",Vitoria Martins,09/10/2018
80,80-714,714,n,rua general jardim,97,97,03/10/1935,03/10/1935,"Livro de emplacamento 20, p. 85",Vitoria Martins,09/10/2018
80,80-48,48,s,rua general jardim,48,48,04/10/1935,,"Livro de emplacamento 20, p. 86",Vitoria Martins,09/10/2018
80,80-48,48,n,rua general jardim,2,2,03/10/1935,03/10/1935,"Livro de emplacamento 20, p. 86",Vitoria Martins,09/10/2018
80,80-364,364,s,rua general jardim,364,364,04/10/1935,,"Livro de emplacamento 20, p. 86",Vitoria Martins,09/10/2018
80,80-364,364,n,rua general jardim,62,62,03/10/1935,03/10/1935,"Livro de emplacamento 20, p. 86",Vitoria Martins,09/10/2018
80,80-876,876,s,rua general jardim,876,876,04/10/1935,,"Livro de emplacamento 20, p. 86",Vitoria Martins,09/10/2018
80,80-876,876,n,rua general jardim,114,114,03/10/1935,03/10/1935,"Livro de emplacamento 20, p. 86",Vitoria Martins,09/10/2018
82,82-31,31,s,rua epitacio pessoa,31,31,13/11/1940,,"Livro de emplacamento 27, p. 376",Vitoria Martins,09/10/2018
82,82-31,31,n,rua epitacio pessoa,30.2,30-b,12/11/1940,12/11/1940,"Livro de emplacamento 27, p. 376",Vitoria Martins,09/10/2018
82,82-112,112,s,rua epitacio pessoa,112,112,13/11/1940,,"Livro de emplacamento 27, p. 376",Vitoria Martins,09/10/2018
82,82-112,112,n,rua epitacio pessoa,34,34,12/11/1940,12/11/1940,"Livro de emplacamento 27, p. 376",Vitoria Martins,09/10/2018
82,82-56,56,s,rua epitacio pessoa,57,57,13/11/1940,,"Livro de emplacamento 27, p. 376",Vitoria Martins,09/10/2018
82,82-56,56,n,rua epitacio pessoa,23,23,12/11/1940,12/11/1940,"Livro de emplacamento 27, p. 376",Vitoria Martins,09/10/2018
82,82-97,97,s,rua epitacio pessoa,97,97,13/11/1940,,"Livro de emplacamento 27, p. 376",Vitoria Martins,09/10/2018
82,82-97,97,n,rua epitacio pessoa,35,35,12/11/1940,12/11/1940,"Livro de emplacamento 27, p. 376",Vitoria Martins,09/10/2018
83,83-32,32,s,rua dr. theodoro bayma,33,33,17/01/1936,,"Livro de emplacamento 20, p. 306",Vitoria Martins,09/10/2018
83,83-32,32,n,rua dr. theodoro bayma,20,20,16/01/1936,16/01/1936,"Livro de emplacamento 20, p. 306",Vitoria Martins,09/10/2018
83,83-129,129,s,rua dr. theodoro bayma,129,129,17/01/1936,,"Livro de emplacamento 20, p. 306",Vitoria Martins,09/10/2018
83,83-129,129,n,rua dr. theodoro bayma,2,2,16/01/1936,16/01/1936,"Livro de emplacamento 20, p. 306",Vitoria Martins,09/10/2018
83,83-18,18,s,rua dr. theodoro bayma,18,18,17/01/1936,,"LIvro de emplacamento 20, p. 306",Vitoria Martins,09/10/2018
83,83-18,18,n,rua dr. theodoro bayma,26,26,16/01/1936,16/01/1936,"Livro de emplacamento 20, p. 306",Vitoria Martins,09/10/2018
83,83-119,119,s,rua dr. theodoro bayma,119,119,17/01/1936,,"Livro de emplacamento 20, p. 306",Vitoria Martins,09/10/2018
83,83-119,119,n,rua dr. theodoro bayma,1,1,16/01/1936,16/01/1936,"Livro de emplacamento 20, p. 306",Vitoria Martins,09/10/2018
84,84-23,23,s,rua rego freitas,24,24,25/10/1935,,"Livro de emplacamento 20, p. 126",Vitoria Martins,09/10/2018
84,84-23,23,n,rua rego freitas,2,2,24/10/1935,24/10/1935,"Livro de emplacamento 20, p. 126",Vitoria Martins,09/10/2018
84,84-336,336,s,rua rego freitas,336,336,25/10/1935,,"Livro de emplacamento 20, p. 126",Vitoria Martins,09/10/2018
84,84-336,336,n,rua rego freitas,56,56,24/10/1935,24/10/1935,"Livro de emplacamento 20, p. 126",Vitoria Martins,09/10/2018
84,84-588,588,s,rua rego freitas,588,588,25/10/1935,,"Livro de emplacamento 20, p. 126",Vitoria Martins,09/10/2018
84,84-588,588,n,rua rego freitas,106.1,106-a,24/05/1935,24/05/1935,"Livro de emplacamento 20, p. 126",Vitoria Martins,09/10/2018
84,84-30,30,s,rua rego freitas,31,31,25/10/1935,,"Livro de emplacamento 20, p.125",Vitoria Martins,09/10/2018
84,84-30,30,n,rua rego freitas,1,1s,24/05/1935,24/05/1935,"Livro de emplacamento 20, p. 125",Vitoria Martins,09/10/2018
84,84-343,343,s,rua rego freitas,343,343,25/10/1935,,"Livro de emplacamento 20, p. 125",Vitoria Martins,09/10/2018
84,84-343,343,n,rua rego freitas,43,43,24/05/1935,24/05/1935,"Livro de emplacamento 20, p. 125",Vitoria Martins,09/10/2018
84,84-553,553,s,rua rego freitas,553,553,25/10/1935,,"Livro de emplacamento 20, p. 125",Vitoria Martins,09/10/2018
84,84-553,553,n,rua rego freitas,79,79,24/05/1935,24/05/1935,"Livro de emplacamento 20, p. 125",Vitoria Martins,09/10/2018
85,85-31,31,s,rua amaral gurgel,31,31,09/10/1935,,"Livro de emplacamento 20, p. 95",Vitoria Martins,09/10/2018
85,85-31,31,n,rua amaral gurgel,2,2,08/10/1935,08/10/1935,"Livro de emplacamento 20, p. 95",Vitoria Martins,09/10/2018
85,85-337,337,s,rua amaral gurgel,338,338,09/10/1935,,"Livro de emplacamento 20, p. 95",Vitoria Martins,09/10/2018
85,85-337,337,n,rua amaral gurgel,60,60,08/10/1935,08/10/1935,"Livro de emplacamento 20, p. 95",Vitoria Martins,09/10/2018
85,85-640,640,s,rua amaral gurgel,640,640,09/10/1935,,"Livro de emplacamento 20, p. 96",Vitoria Martins,09/10/2018
85,85-640,640,n,rua amaral gurgel,124,124,08/10/1935,08/10/1935,"Livro de emplacamento 20, p. 96",Vitoria Martins,09/10/2018
85,85-28,28,s,rua amaral gurgel,29,29,09/10/1935,,"Livro de emplacamento 20, p. 94",Vitoria Martins,09/10/2018
85,85-28,28,n,rua amaral gurgel,1,1,08/10/1935,08/10/1935,"Livro de emplacamento 20, p. 94",Vitoria Martins,09/10/2018
85,85-28,28,n,rua amaral gurgel,1.1,1a,20/05/1929,08/10/1935,"Livro de emplacamento 15, p. 46",Vitoria Martins,09/10/2018
85,85-569,569,s,rua amaral gurgel,569,569,09/10/1935,,"Livro de emplacamento 20, p. 94",Vitoria Martins,09/10/2018
85,85-569,569,n,rua amaral gurgel,565,565,08/10/1935,08/10/1935,"Livro de emplacamento 20, p. 94",Vitoria Martins,09/10/2018
86,86-33,33,s,rua bento freitas,33,33,09/10/1935,,"Livro de emplacamento 20, p. 92",Vitoria Martins,09/10/2018
86,86-33,33,n,rua bento freitas,1,1,08/10/1935,08/10/1935,"Livro de emplacamento 20, p. 92",Vitoria Martins,09/10/2018
86,86-303,303,s,rua bento freitas,303,303,09/10/1935,,"Livro de emplacamento 20, p. 92",Vitoria Martins,09/10/2018
86,86-303,303,n,rua bento freitas,37,37,08/10/1935,08/10/1935,"Livro de emplacamento 20, p. 92",Vitoria Martins,09/10/2018
86,86-441,441,s,rua bento freitas,441,441,09/10/1935,,"Livro de emplacamento 20, p. 92",Vitoria Martins,09/10/2018
86,86-383,383,s,rua bento freitas,383,383,09/10/1935,,"Livro de emplacamento 20, p. 92",Vitoria Martins,09/10/2018
86,86-383,383,n,rua bento freitas,49,49,08/10/1935,08/10/1935,"Livro de emplacamento 20, p. 92",Vitoria Martins,09/10/2018
86,86-10,10,s,rua bento freitas,10,10,09/10/1935,,"Livro de emplacamento 20, p. 92",Vitoria Martins,09/10/2018
86,86-10,10,n,rua bento freitas,2,2,08/10/1935,08/10/1935,"Livro de emplacamento 20, p. 93",Vitoria Martins,09/10/2018
86,86-304,304,s,rua bento freitas,304,304,09/10/1935,,"Livro de emplacamento 20, p. 93",Vitoria Martins,09/10/2018
86,86-304,304,n,rua bento freitas,58,58,08/10/1935,08/10/1935,"Livro de emplacamento 20, p. 93",Vitoria Martins,09/10/2018
86,86-442,442,s,rua bento freitas,442,442,09/10/1935,,"Livro de emplacamento 20, p. 93",Vitoria Martins,09/10/2018
86,86-442,442,n,rua bento freitas,76,76,08/10/1935,08/10/1935,"Livro de emplacamento 20, p. 93",Vitoria Martins,09/10/2018
22,22-39,39,s,rua libero badaro,39,39,25/09/1936,,"livro de emplacamento, 21, p.296",Luanna,08/10/2018
22,22-73,73,s,rua libero badaro,73,73,25/09/1936,,"livro de emplacamento, 21, p.296",Luanna,08/10/2018
22,22-73,73,n,rua libero badaro,52,52s,28/04/1928,24/09/1936,"livro de emplacamento, 13, p.194; livro de emplacamento 21, p. 296",Luanna,08/10/2018
23,23-255,255,s,viaducto santa ephigenia,255,255,14/03/1941,,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
23,23-255,255,n,viaducto santa ephigenia,1.1,1a,13/03/1941,13/03/1941,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
23,23-277,277,s,viaducto santa ephigenia,277,277,14/03/1941,,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
23,23-277,277,n,viaducto santa ephigenia,5,5,13/03/1941,13/03/1941,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
23,23-303,303,s,viaducto santa ephigenia,303,303,14/03/1941,,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
23,23-303,303,n,viaducto santa ephigenia,15,,13/03/1941,13/03/1941,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
27,27-23,23,s,ladeira da constituicao,23,23,13/09/1937,,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-23,23,n,ladeira da constituicao,1,1,12/09/1937,12/09/1937,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-69,69,s,ladeira da constituicao,69,69,13/09/1937,,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-28,28,s,ladeira da constituicao,28,28,13/09/1937,,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-28,28,n,ladeira da constituicao,2,2,12/09/1937,12/09/1937,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-74,74,s,ladeira da constituicao,74,74,13/09/1937,,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-74,74,n,ladeira da constituicao,8,8,12/09/1937,12/09/1937,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
28,28-30,30.5,s,rua virgilina salles,30,30,27/06/1939,,"livro de emplacamento 25, p. 273",Luanna,09/10/2018
28,28-30,30.5,n,rua virgilina salles,2,2,26/06/1939,26/06/1939,"livro de emplacamento 25, p. 273",Luanna,09/10/2018
30,30-16,16.7,s,rua santo andre,16,16,30/09/1936,,"livro de emplacamento 21, p.300",Luanna,09/10/2018
30,30-16,16.7,n,rua santo andre,2,2,29/09/1936,29/09/1936,"livro de emplacamento 21, p.300",Luanna,09/10/2018
30,30-162,162.8,s,rua santo andre,162,162,30/09/1936,,"livro de emplacamento 21, p.300",Luanna,09/10/2018
30,30-162,162.8,n,rua santo andre,26,26,29/09/1936,29/09/1936,"livro de emplacamento 21, p.300",Luanna,09/10/2018
30,30-256,255.2,s,rua santo andre,256,256,30/09/1936,,"livro de emplacamento 21, p.300",Luanna,09/10/2018
30,30-256,255.2,n,rua santo andre,48,48,29/09/1936,29/09/1936,"livro de emplacamento 21, p.300",Luanna,09/10/2018
30,30-13,13.6,s,rua santo andre,13,13,30/09/1936,,"livro de emplacamento 21, p.299",Luanna,09/10/2018
30,30-13,13.6,n,rua santo andre,1,1,29/09/1936,29/09/1936,"livro de emplacamento 21, p.299",Luanna,09/10/2018
30,30-139,138.6,s,rua santo andre,139,139,30/09/1936,,"livro de emplacamento 21, p.299",Luanna,09/10/2018
30,30-139,138.6,n,rua santo andre,33,33,29/09/1936,29/09/1936,"livro de emplacamento 21, p.299",Luanna,09/10/2018
30,30-251,251.6,s,rua santo andre,251,251,30/09/1936,,"livro de emplacamento 21, p.299",Luanna,09/10/2018
30,30-251,251.6,n,rua santo andre,57.1,57a,29/09/1936,29/09/1936,"livro de emplacamento 21, p.299",Luanna,09/10/2018
31,31-24,23,s,rua lucrecia leme,24,24,23/03/1944,,"livro de emplacamento 31, p. 241",Luanna,09/10/2018
31,31-24,23,n,rua lucrecia leme,56,56,22/03/1944,22/03/1944,"livro de emplacamento 31, p. 241",Luanna,09/10/2018
65,65-146,146,s,Rua Alvaro de Carvalho,136,136,07/08/1940,,"Livro de Emplacamento n.27, p.182; n.13, p.33; n.1, p.43; n.1, p.11",Cintia,09/10/2018
65,65-136,136,n,Rua Alvaro de Carvalho,34,34,12/07/1928,06/08/1940,"Livro de Emplacamento n.27, p.182; n.13, p.33; n.1, p.43; n.1, p.11",Cintia,09/10/2018
65,65-136,136,n,Rua Alvaro de Carvalho,29,29,17/06/1928,11/07/1928,"Livro de Emplacamento n.27, p.182; n.13, p.33; n.1, p.43; n.1, p.11",Cintia,09/10/2018
113,113-45,45.4,s,Rua São Miguel,45,45,26/10/1937,,"Livro de Emplacamento, n.24, p.49; n.9, p.38",Cintia,10/10/2018
113,113-85,85.8,s,Rua São Miguel,85,85,26/10/1937,,"Livro de Emplacamento, n.24, p.49; n.9, p.38",Cintia,10/10/2018
113,113-85,85.8,n,Rua São Miguel,11,11,03/06/1922,25/10/1937,"Livro de Emplacamento, n.24, p.49; n.9, p.38",Cintia,10/10/2018
113,113-121,120.2,s,Rua São Miguel,121,121,26/10/1937,,"Livro de Emplacamento, n.24, p.49; n.9, p.38",Cintia,10/10/2018
113,113-121,120.2,n,Rua São Miguel,19,19,03/06/1922,25/10/1937,"Livro de Emplacamento, n.24, p.49; n.9, p.38",Cintia,10/10/2018
113,113-36,35.7,s,Rua São Miguel,36,36,26/10/1937,,"Livro de Emplacamento, n.24, p.49; n.9, p.38",Cintia,10/10/2018
113,113-36,35.7,n,Rua São Miguel,4,4,03/06/1922,25/10/1937,"Livro de Emplacamento, n.24, p.49; n.9, p.38",Cintia,10/10/2018
113,113-110,110.7,s,Rua São Miguel,110,110,26/10/1937,,"Livro de Emplacamento, n.24, p.49; n.9, p.38",Cintia,10/10/2018
113,113-110,110.7,n,Rua São Miguel,16,16,03/06/1922,25/10/1937,"Livro de Emplacamento, n.24, p.49; n.9, p.38",Cintia,10/10/2018
113,113-110,110.7,n,Rua São Miguel,14,14,02/06/1922,02/06/1922,"Livro de Emplacamento, n.24, p.49; n.9, p.38",Cintia,10/10/2018
